instrument,alpha,alpha2,key,text_en,text_zh,label,label_zh,IPIP_item_number
Barchard2001,0.64,0.8,-1,Feel little concern for others.,我很少關心他人。,Empathy,同理心,X244
Barchard2001,0.73,0.7,1,Feel other people's joy.,我感受到他人的喜悅。,Responsive Joy,反應性喜悅,A63
Barchard2001,0.64,0.8,1,Feel sympathy for those who are worse off than myself.,我同情那些比我更不幸的人。,Empathy,同理心,
Barchard2001,0.81,0.79,-1,Find it difficult showing people that I care about them.,我發現很難向人們表達我對他們的關心。,Positive Expressivity,正向表達性,A4
Barchard2001,0.75,0.74,-1,Find it difficult showing people that I'm angry with them.,我發現很難向人們表達我對他們的憤怒。,Negative Expressivity,負向表達性,A12
Barchard2001,0.73,0.7,1,Find it hard to stay in a bad mood if the people around me are happy.,如果周圍的人都很快樂，我很難保持壞心情。,Responsive Joy,反應性喜悅,A76
Barchard2001,0.73,0.7,1,Get caught up in the excitement when others are celebrating.,當他人慶祝時，我會被興奮感染。,Responsive Joy,反應性喜悅,A71
Barchard2001,0.81,0.79,-1,Have difficulty showing affection.,我難以表達愛意。,Positive Expressivity,正向表達性,A132
Barchard2001,0.64,0.8,-1,Have little sympathy for the unemployed.,我對失業者幾乎沒有同情心。,Empathy,同理心,A51
Barchard2001,0.64,0.8,-1,Have no sympathy for criminals.,我對罪犯沒有同情心。,Empathy,同理心,E169
Barchard2001,0.81,0.79,1,Hug my close friends.,我擁抱我的密友。,Positive Expressivity,正向表達性,A79
Barchard2001,0.75,0.74,-1,"Keep my feelings to myself, regardless of how scared I am.",無論我有多害怕，我都會把感受藏在心裡。,Negative Expressivity,負向表達性,A130
Barchard2001,0.75,0.74,-1,"Keep my feelings to myself, regardless of how unhappy I am.",無論我有多不開心，我都會把感受藏在心裡。,Negative Expressivity,負向表達性,A10
Barchard2001,0.81,0.79,-1,Keep my happy feelings to myself.,我把快樂的感受藏在心裡。,Positive Expressivity,正向表達性,A84
Barchard2001,0.81,0.79,1,Laugh out loud if something is funny.,如果有趣的事我會大笑。,Positive Expressivity,正向表達性,A5
Barchard2001,0.73,0.7,1,Like to watch children open presents.,我喜歡看孩子打開禮物。,Responsive Joy,反應性喜悅,A1
Barchard2001,0.73,0.67,-1,Listen to my brain rather than my heart.,我聽從大腦而不是內心。,Emotion-based Decision-making,基於情緒的決策,H378
Barchard2001,0.73,0.67,1,Listen to my feelings when making important decisions.,我在做重要決定時聽從我的感受。,Emotion-based Decision-making,基於情緒的決策,A15
Barchard2001,0.73,0.67,1,Listen to my heart rather than my brain.,我聽從內心而不是大腦。,Emotion-based Decision-making,基於情緒的決策,X199
Barchard2001,0.64,0.8,-1,Look down on any weakness.,我輕視任何弱點。,Empathy,同理心,H435
Barchard2001,0.73,0.67,-1,"Make decisions based on facts, not feelings.",我基於事實而非感受做決定。,Emotion-based Decision-making,基於情緒的決策,A113
Barchard2001,0.81,0.83,1,Notice my emotions.,我注意到我的情緒。,Attention to Emotions,情緒關注,A134
Barchard2001,0.81,0.83,-1,Often ignore my feelings.,我經常忽視我的感受。,Attention to Emotions,情緒關注,X183
Barchard2001,0.81,0.83,1,Often stop to analyze how I'm feeling.,我經常停下來分析自己的感受。,Attention to Emotions,情緒關注,A142
Barchard2001,0.81,0.83,1,Pay a lot of attention to my feelings.,我非常關注我的感受。,Attention to Emotions,情緒關注,A116
Barchard2001,0.73,0.67,1,Plan my life based on how I feel.,我根據自己的感受規劃我的生活。,Emotion-based Decision-making,基於情緒的決策,A69
Barchard2001,0.73,0.67,-1,Plan my life logically.,我有邏輯地規劃我的生活。,Emotion-based Decision-making,基於情緒的決策,A97
Barchard2001,0.81,0.83,-1,Rarely analyze my emotions.,我很少分析我的情緒。,Attention to Emotions,情緒關注,A106
Barchard2001,0.59,0.63,-1,Rarely cry during sad movies.,我很少在悲傷的電影中哭泣。,Responsive Distress,反應性苦惱,A56
Barchard2001,0.73,0.7,-1,Rarely get caught up in the excitement.,我很少被興奮感染。,Responsive Joy,反應性喜悅,A13
Barchard2001,0.81,0.83,-1,Rarely notice my emotional reactions.,我很少注意到自己的情緒反應。,Attention to Emotions,情緒關注,X10
Barchard2001,0.75,0.74,-1,Rarely show my anger.,我很少表現出憤怒。,Negative Expressivity,負向表達性,A66
Barchard2001,0.81,0.83,-1,Rarely think about how I feel.,我很少思考自己的感受。,Attention to Emotions,情緒關注,A87
Barchard2001,0.59,0.63,-1,Remain calm during emergencies.,我在緊急情況下保持冷靜。,Responsive Distress,反應性苦惱,A128
Barchard2001,0.75,0.74,1,Shout or scream when I'm angry.,當我生氣時我會大喊或尖叫。,Negative Expressivity,負向表達性,A3
Barchard2001,0.75,0.74,1,Show my fear.,我表現出我的恐懼。,Negative Expressivity,負向表達性,A54
Barchard2001,0.81,0.79,1,Show my feelings when I'm happy.,當我快樂時我會表現出我的感受。,Positive Expressivity,正向表達性,A139
Barchard2001,0.75,0.74,1,Show my sadness.,我表現出我的悲傷。,Negative Expressivity,負向表達性,A101
Barchard2001,0.81,0.79,1,Sometimes laugh out loud when reading or watching TV.,我有時在閱讀或看電視時會大笑。,Positive Expressivity,正向表達性,A48
Barchard2001,0.59,0.63,1,Suffer from others' sorrows.,我為他人的悲傷而受苦。,Responsive Distress,反應性苦惱,"H988, X65"
Barchard2001,0.75,0.74,1,Suspect that my facial expressions give me away when I feel sad.,我懷疑當我感到悲傷時，我的面部表情會洩露我。,Negative Expressivity,負向表達性,A80
Barchard2001,0.64,0.8,1,Sympathize with the homeless.,我同情無家可歸者。,Empathy,同理心,X259
Barchard2001,0.81,0.83,1,Think about the causes of my emotions.,我思考我情緒的原因。,Attention to Emotions,情緒關注,A33
Barchard2001,0.73,0.7,1,Usually end up laughing if the people around me are laughing.,如果周圍的人在笑，我通常也會笑。,Responsive Joy,反應性喜悅,A16
Barchard2001,0.75,0.74,-1,Wish I could more easily show my negative feelings.,我希望我能更容易地表達我的負面感受。,Negative Expressivity,負向表達性,A28
Barchard2001,0.59,0.63,1,Would be upset if I saw an injured animal.,如果我看到受傷的動物，我會感到難過。,Responsive Distress,反應性苦惱,A46
BFAS,0.81,,1,Always know what I am doing.,我總是知道自己在做什麼。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,P427
BFAS,0.89,,1,Am a person whose moods go up and down easily.,我是個情緒起伏的人。,Neuroticism,神經質,
BFAS,0.89,,1,Am a person whose moods go up and down easily.,我是個情緒起伏的人。,Anger,憤怒,
BFAS,0.89,,1,Am afraid of many things.,我害怕很多事情。,Neuroticism,神經質,H968
BFAS,0.84,,1,Am afraid of many things.,我害怕很多事情。,Anxiety,焦慮,H968
BFAS,0.89,,1,Am easily discouraged.,我容易感到沮喪。,Neuroticism,神經質,H647
BFAS,0.84,,1,Am easily discouraged.,我容易感到沮喪。,Anxiety,焦慮,H647
BFAS,0.81,,-1,Am easily distracted.,我容易分心。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,"H843, F44, T192"
BFAS,0.89,,1,Am filled with doubts about things.,我對事情充滿疑慮。,Neuroticism,神經質,H683
BFAS,0.84,,1,Am filled with doubts about things.,我對事情充滿疑慮。,Anxiety,焦慮,H683
BFAS,0.81,,-1,Am hard to get to know.,我很難被了解。,Vitality/Enthusiasm/Zest,活力/熱情/熱忱,"H596, X9"
BFAS,0.84,,-1,Am indifferent to the feelings of others.,我對他人的感受漠不關心。,Compassion,同情心,X203
BFAS,0.81,,-1,Am not a very enthusiastic person.,我不是個很有熱情的人。,Vitality/Enthusiasm/Zest,活力/熱情/熱忱,Y1
BFAS,0.89,,-1,Am not easily annoyed.,我不容易被激怒。,Neuroticism,神經質,X23
BFAS,0.89,,-1,Am not easily annoyed.,我不容易被激怒。,Anger,憤怒,X23
BFAS,0.89,,-1,Am not embarrassed easily.,我不容易感到尷尬。,Neuroticism,神經質,X242
BFAS,0.84,,-1,Am not embarrassed easily.,我不容易感到尷尬。,Anxiety,焦慮,X242
BFAS,0.84,,-1,Am not interested in other people��s problems.,我對他人的問題不感興趣。,Compassion,同情心,
BFAS,0.75,,-1,Am out for my own personal gain.,我是為了自己的個人利益。,Positive Expressivity,正向表達性,H1325
BFAS,0.84,,1,Am quick to understand things.,我能快速理解事物。,Intellectual Openness,智識開放性,X100
BFAS,0.84,,1,Am quick to understand things.,我能快速理解事物。,Intellect,智力,X100
BFAS,0.85,,1,Am the first to act.,我是第一個行動的人。,Assertiveness,自信堅定,
BFAS,0.84,,-1,Avoid difficult reading material.,我避免閱讀困難的材料。,Intellectual Openness,智識開放性,X109
BFAS,0.75,,1,Avoid imposing my will on others.,我避免把我的意志強加於他人。,Positive Expressivity,正向表達性,Q178
BFAS,0.84,,-1,Avoid philosophical discussions.,我避免哲學討論。,Intellectual Openness,智識開放性,X248
BFAS,0.84,,-1,Avoid philosophical discussions.,我避免哲學討論。,Intellect,智力,X248
BFAS,0.89,,1,Become overwhelmed by events.,我被事件壓倒。,Neuroticism,神經質,H959
BFAS,0.84,,1,Become overwhelmed by events.,我被事件壓倒。,Anxiety,焦慮,H959
BFAS,0.78,,1,Believe in the importance of art.,我相信藝術的重要性。,Intellectual Openness,智識開放性,X123
BFAS,0.78,,1,Believe in the importance of art.,我相信藝術的重要性。,Aesthetic Appreciation/Artistic Interests,美學欣賞/藝術興趣,X123
BFAS,0.75,,-1,Believe that I am better than others.,我相信自己比他人優越。,Positive Expressivity,正向表達性,"H736, X61"
BFAS,0.89,,1,Can be stirred up easily.,我容易被激動。,Neuroticism,神經質,H921
BFAS,0.89,,1,Can be stirred up easily.,我容易被激動。,Anger,憤怒,H921
BFAS,0.84,,1,Can handle a lot of information.,我能處理大量資訊。,Intellectual Openness,智識開放性,H1322
BFAS,0.84,,1,Can handle a lot of information.,我能處理大量資訊。,Intellect,智力,H1322
BFAS,0.85,,1,Can talk others into doing things.,我能說服他人做事。,Assertiveness,自信堅定,H1137
BFAS,0.84,,-1,Can��t be bothered with other��s needs.,我不關心他人的需求。,Compassion,同情心,
BFAS,0.81,,1,Carry out my plans.,我執行我的計劃。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,H258
BFAS,0.89,,1,Change my mood a lot.,我的心情經常變化。,Neuroticism,神經質,H926
BFAS,0.89,,1,Change my mood a lot.,我的心情經常變化。,Anger,憤怒,H926
BFAS,0.85,,-1,Do not have an assertive personality.,我沒有自信堅定的個性。,Assertiveness,自信堅定,
BFAS,0.78,,-1,Do not like poetry.,我不喜歡詩歌。,Intellectual Openness,智識開放性,X45
BFAS,0.78,,-1,Do not like poetry.,我不喜歡詩歌。,Aesthetic Appreciation/Artistic Interests,美學欣賞/藝術興趣,X45
BFAS,0.84,,-1,Don��t have a soft side.,我沒有柔軟的一面。,Compassion,同情心,
BFAS,0.81,,-1,Don��t put my mind on the task at hand.,我不把注意力放在手頭的任務上。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,
BFAS,0.78,,1,Enjoy the beauty of nature.,我喜歡大自然的美。,Intellectual Openness,智識開放性,"W15, X261"
BFAS,0.78,,1,Enjoy the beauty of nature.,我喜歡大自然的美。,Aesthetic Appreciation/Artistic Interests,美學欣賞/藝術興趣,"W15, X261"
BFAS,0.89,,-1,Feel comfortable with myself.,我對自己感到自在。,Neuroticism,神經質,X129
BFAS,0.84,,-1,Feel comfortable with myself.,我對自己感到自在。,Anxiety,焦慮,X129
BFAS,0.84,,1,Feel others�� emotions.,我能感受他人的情緒。,Compassion,同情心,
BFAS,0.89,,1,Feel threatened easily.,我容易感到威脅。,Neuroticism,神經質,H612
BFAS,0.81,,-1,Find it difficult to get down to work.,我發現很難開始工作。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,H1171
BFAS,0.81,,1,Finish what I start.,我完成我開始的事。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,H254
BFAS,0.84,,1,Formulate ideas clearly.,我清晰地表達想法。,Intellectual Openness,智識開放性,H1219
BFAS,0.84,,1,Formulate ideas clearly.,我清晰地表達想法。,Intellect,智力,H1219
BFAS,0.89,,1,Get angry easily.,我容易生氣。,Neuroticism,神經質,"H754, X18"
BFAS,0.89,,1,Get angry easily.,我容易生氣。,Anger,憤怒,"H754, X18"
BFAS,0.78,,1,Get deeply immersed in music.,我深深沉浸於音樂中。,Intellectual Openness,智識開放性,Q51
BFAS,0.78,,1,Get deeply immersed in music.,我深深沉浸於音樂中。,Aesthetic Appreciation/Artistic Interests,美學欣賞/藝術興趣,Q51
BFAS,0.89,,1,Get easily agitated.,我容易激動。,Neuroticism,神經質,Q77
BFAS,0.89,,1,Get easily agitated.,我容易激動。,Anger,憤怒,Q77
BFAS,0.81,,1,Get things done quickly.,我快速完成事情。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,H555
BFAS,0.89,,1,Get upset easily.,我容易沮喪。,Neuroticism,神經質,X95
BFAS,0.89,,1,Get upset easily.,我容易沮喪。,Anger,憤怒,X95
BFAS,0.75,,1,Hate to seem pushy.,我討厭看起來咄咄逼人。,Positive Expressivity,正向表達性,E31
BFAS,0.81,,1,Have a lot of fun.,我玩得很開心。,Vitality/Enthusiasm/Zest,活力/熱情/熱忱,H1094
BFAS,0.84,,1,Have a rich vocabulary.,我的詞彙量很豐富。,Intellectual Openness,智識開放性,"H1276, X245"
BFAS,0.85,,1,Have a strong personality.,我有強烈的個性。,Assertiveness,自信堅定,Q14
BFAS,0.84,,-1,Have difficulty understanding abstract ideas.,我難以理解抽象概念。,Intellectual Openness,智識開放性,X176
BFAS,0.85,,-1,Hold back my opinions.,我保留自己的意見。,Assertiveness,自信堅定,H679
BFAS,0.84,,1,Inquire about others' well-being.,我關心他人的健康。,Compassion,同情心,H225
BFAS,0.75,,-1,Insult people.,我侮辱他人。,Positive Expressivity,正向表達性,H1103
BFAS,0.89,,-1,Keep my emotions under control.,我控制自己的情緒。,Neuroticism,神經質,H381
BFAS,0.89,,-1,Keep my emotions under control.,我控制自己的情緒。,Anger,憤怒,H381
BFAS,0.81,,-1,Keep others at a distance.,我與他人保持距離。,Vitality/Enthusiasm/Zest,活力/熱情/熱忱,H704
BFAS,0.8,,1,Keep things tidy.,我保持東西整潔。,Orderliness,條理性,Q104
BFAS,0.85,,1,Know how to captivate people.,我知道如何吸引人。,Assertiveness,自信堅定,H1110
BFAS,0.85,,-1,Lack the talent for influencing people.,我缺乏影響他人的才能。,Assertiveness,自信堅定,P346
BFAS,0.81,,1,Laugh a lot.,我經常笑。,Vitality/Enthusiasm/Zest,活力/熱情/熱忱,Q138
BFAS,0.84,,-1,Learn things slowly.,我學得很慢。,Intellectual Openness,智識開放性,Q67
BFAS,0.84,,-1,Learn things slowly.,我學得很慢。,Intellect,智力,Q67
BFAS,0.84,,1,Like to do things for others.,我喜歡為他人做事。,Compassion,同情心,H109
BFAS,0.84,,1,Like to solve complex problems.,我喜歡解決複雜的問題。,Intellectual Openness,智識開放性,X201
BFAS,0.84,,1,Like to solve complex problems.,我喜歡解決複雜的問題。,Intellect,智力,X201
BFAS,0.75,,-1,Love a good fight.,我喜歡好的戰鬥。,Positive Expressivity,正向表達性,H453
BFAS,0.78,,1,Love to reflect on things.,我喜愛反思事物。,Intellectual Openness,智識開放性,H1210
BFAS,0.78,,1,Love to reflect on things.,我喜愛反思事物。,Aesthetic Appreciation/Artistic Interests,美學欣賞/藝術興趣,H1210
BFAS,0.81,,1,Make friends easily.,我很容易交朋友。,Vitality/Enthusiasm/Zest,活力/熱情/熱忱,H29
BFAS,0.81,,-1,Mess things up.,我把事情搞砸。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,H896
BFAS,0.78,,1,Need a creative outlet.,我需要創意出口。,Intellectual Openness,智識開放性,E87
BFAS,0.78,,1,Need a creative outlet.,我需要創意出口。,Aesthetic Appreciation/Artistic Interests,美學欣賞/藝術興趣,E87
BFAS,0.81,,-1,Postpone decisions.,我推遲決定。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,H1180
BFAS,0.89,,-1,Rarely feel depressed.,我很少感到沮喪。,Neuroticism,神經質,D87
BFAS,0.84,,-1,Rarely feel depressed.,我很少感到沮喪。,Anxiety,焦慮,D87
BFAS,0.81,,-1,Rarely get caught up in the excitement.,我很少被興奮感染。,Vitality/Enthusiasm/Zest,活力/熱情/熱忱,A13
BFAS,0.89,,-1,Rarely get irritated.,我很少感到煩躁。,Neuroticism,神經質,X265
BFAS,0.89,,-1,Rarely get irritated.,我很少感到煩躁。,Anger,憤怒,X265
BFAS,0.89,,-1,Rarely lose my composure.,我很少失去鎮定。,Neuroticism,神經質,E99
BFAS,0.89,,-1,Rarely lose my composure.,我很少失去鎮定。,Anger,憤怒,E99
